Date,Open,High,Low,Close,Volume
2021-12-17,327.98,329.7,323.03,327.3,72102360
2021-12-20,323.97,326,316.11,325.9,70846810
2021-12-21,326.61,339.88,326.5,339.88,80085260
2021-12-22,340,349.59,339.29,345.55,96838060
2021-12-23,346.1,348.32,337,339.81,72151400
2022-01-03,345,353.88,344.3,353.73,40118360
2022-01-04,353.98,358.1,348.35,352.55,52707650
2022-01-05,351.9,353.5,331.55,335,80976450
2022-01-06,335.9,347.67,330.11,346.13,74599950
2022-01-10,348.56,351,340.51,344,51090750
2022-01-11,344.68,347,341.27,343.74,41969410
2022-01-12,344.48,348.64,339.57,347.43,53456250
2022-01-13,347.01,347.5,333.49,337.6,118269470
2022-01-14,338.59,340.96,321.51,335.76,120568340
2022-01-17,335.9,338.95,319.17,327.81,96946290
2022-01-18,329.11,329.3,296.7,301.11,220122140
2022-01-19,299,320.42,282.72,318.36,220090450
2022-01-20,318.4,326.69,310.07,310.42,130272450
2022-01-21,309.49,321.99,303.5,311.6,119138170
2022-01-24,310.8,314,280.6,294.59,236552480
2022-01-25,293.94,305,289.62,302.96,143186690
2022-01-26,302.9,307.7,293.7,299.6,125078000
2022-01-27,296.93,330,294,325.25,216081130
2022-01-28,325.5,334.9,322.05,329.58,116239740
2022-01-31,330.9,336.41,330.52,334.8,69919140
2022-02-01,334.95,336.63,325.3,330.95,68010800
2022-02-02,332.39,333.7,325.7,331.7,54760820
2022-02-03,330,331,322.3,323.75,57601360
2022-02-04,325.5,334.5,320.88,324.6,88655550
2022-02-07,324.51,327.44,316.64,321.25,56310540
2022-02-08,321.45,331.87,319,331.7,77966650
2022-02-09,332.3,336,330.18,335.08,63273270
2022-02-10,335.41,335.47,328.1,328.93,61934110
2022-02-11,328.97,328.97,316.2,318.1,100771640
2022-02-14,314.1,324.9,303.25,321.85,121315290
2022-02-15,322.43,335.5,322.43,333.6,96884740
2022-02-16,335.86,339.98,331.62,336.5,77190530
2022-02-17,336.37,336.37,322.04,323.51,102164080
2022-02-18,325.51,329.32,306.7,309.48,125466600
2022-02-21,309.48,318.9,241,257.3,413310930
2022-02-22,253.95,284.07,246.7,283.51,324950590
2022-02-24,255.02,255.02,126.53,210,414024040
2022-02-25,208.01,244.94,191.6,228,211877250
2022-03-24,251.41,278.9,232,258.51,85870120
2022-03-25,263.99,269.33,225.6,227,67384870
2022-03-28,225,229.45,213.03,218.6,25249730
2022-03-29,220,226,206,208,40380090
2022-03-30,211,219.41,210.52,216,38680160
2022-03-31,218.98,249,217.1,242.48,84081100
2022-04-01,245.9,258.7,242.48,251.4,50666270
2022-04-04,254.03,259.99,237.31,252.9,41058980
2022-04-05,254,256.39,231.45,243.5,39973220
2022-04-06,238.41,247.8,234.41,239.7,20595350
2022-04-07,240.04,246.8,239.13,245,22416890
2022-04-08,246.79,246.79,240,241.07,14845610
2022-04-11,241.9,242.78,234.16,234.55,15676960
2022-04-12,234,236.63,223,236.3,26676990
2022-04-13,238,239.64,232.13,234.87,12702160
2022-04-14,235,235.5,221.1,222.11,21964490
2022-04-15,222,226.65,215.74,224,19981170
2022-04-18,224.1,226,216.6,216.99,15632330
2022-04-19,216.9,222,207,220.72,30711040
2022-04-20,221.43,229.84,215.63,218.92,33617060
2022-04-21,220,221,210.29,210.29,24332810
2022-04-22,210.5,215,207.01,208,28813400
2022-04-25,209.95,209.95,201.12,206.35,18864290
2022-04-26,207.97,229.74,206.54,225.85,46546720
2022-04-27,226.01,237.5,221.61,237.15,48324930
2022-04-28,239.4,249,235.5,237.53,69099750
2022-04-29,238.55,245.43,238,240.4,43469200
2022-05-04,241,244.39,233.12,234.16,20992990
2022-05-05,235.54,239.4,235.08,238.6,14822190
2022-05-06,238.5,242.92,235.1,240.1,18010420
2022-05-11,239.8,243.35,237.58,241.99,16603030
2022-05-12,241.89,241.89,227.22,230.56,24430110
2022-05-13,232.5,237.2,229.02,235.52,17353200
2022-05-16,234,246.95,233.11,244.2,28311920
2022-05-17,246.01,260,245.3,258.8,60032370
2022-05-18,261.1,269.42,261,264.84,51227600
2022-05-19,268,269.78,262.65,266.68,24980910
2022-05-20,268.46,268.9,260.41,263,27615130
2022-05-23,265.44,273,263,263,30637540
2022-05-24,263,267.29,250.4,265.8,52381290
2022-05-25,268.48,271.66,263.8,271.4,37552300
2022-05-26,273,298.31,245,295.89,146408540
2022-05-27,300,305,293.53,294.5,54310020
2022-05-30,298.61,302,296.28,300.8,30930880
2022-05-31,302,302,293.51,293.75,19592220
2022-06-01,293.5,299.5,290.25,297.69,22582050
2022-06-02,297.69,299.33,294.9,296,16707880
2022-06-03,296.05,297.24,291,297,18775010
2022-06-06,298,299,295.12,296.5,14848710
2022-06-07,297.42,298.69,294.52,297.99,15684380
2022-06-08,298.8,309.6,298.16,308,40392440
2022-06-09,310,310.52,303.2,306.5,26451350
2022-06-10,306.48,310.98,305.06,309.2,20352100
2022-06-14,308.98,322.77,307,317.69,47542290
2022-06-15,319,322.99,314.11,316.2,33734980
2022-06-16,316.5,318.25,314.5,316.99,23547120
2022-06-17,317.54,317.7,313.5,315.5,13129490
2022-06-20,316.06,318,311,311.98,21076640
2022-06-21,312.31,312.86,300.77,301.58,50661420
2022-06-22,300.1,301.91,294.36,295.8,48837190
2022-06-23,295.81,304.6,291.1,303.5,46762610
2022-06-24,304,307.45,295.55,296,35940500
2022-06-27,296,299.8,295.1,296.2,22197920
2022-06-28,296.9,303.88,293.22,297.2,39961760
2022-06-29,297.91,300.78,293.8,297.65,34170360
2022-06-30,299.5,310.82,200,207,308032430
2022-07-01,200.48,201.85,186.2,192.5,114378500
2022-07-04,191.99,195.44,181.2,186.25,82969140
2022-07-05,186.25,199.87,185.2,197.3,76016250
2022-07-06,197.78,205.78,194.44,195.42,82419920
2022-07-07,195.42,199.47,192.36,197.92,43747570
2022-07-08,200,201.87,196.57,198,28893760
2022-07-11,198,199.43,188.79,188.9,46550690
2022-07-12,189.15,193,184,191.4,46890990
2022-07-13,191.22,194,185.3,186,33253510
2022-07-14,186.37,188.1,183.11,184.55,29125140
2022-07-15,184.6,188.9,183.22,187.61,23052570
2022-07-18,189,189.5,185.52,186.7,16988830
2022-07-19,186,189.6,184.6,189.51,22601570
2022-07-20,190,195.8,190,193.3,44078600
2022-07-21,194.65,195.45,188,189.59,27814900
2022-07-22,189,192.95,188.6,192.25,17869300
2022-07-25,192.6,194.65,190.56,192,22138550
2022-07-26,192,194.49,191.2,193.95,20004890
2022-07-27,194.5,197.5,194.1,196.49,28393430
2022-07-28,198,198.79,195,196.25,22017040
2022-07-29,196.25,196.8,193.5,195.26,14151520
2022-08-01,194.5,194.69,192,192,13080650
2022-08-02,191.56,191.68,186.8,187.16,24300060
2022-08-03,187.51,188.97,186.31,187.04,12063310
2022-08-04,187,187.22,184.3,184.9,13353850
2022-08-05,184.7,185.62,175.75,176.58,49095300
2022-08-08,180,181.82,177.25,177.86,33176870
2022-08-09,178,181.38,175.2,181.04,24425460
2022-08-10,181.04,182.33,178.53,178.81,20457670
2022-08-11,179.49,180.63,173.51,174.1,26791740
2022-08-12,174.5,175.88,172.29,174.36,20504730
2022-08-15,174.01,175.5,172.4,174.8,18502690
2022-08-16,175.5,181.61,174.7,181.3,33089780
2022-08-17,181.9,182.49,176.4,176.5,24237120
2022-08-18,176.3,179.37,175.5,178.87,16035660
2022-08-19,178.78,178.9,176.6,177.6,9218560
2022-08-22,177.4,182.2,176.88,181.7,22797150
2022-08-23,182.39,185.8,182.1,184.3,26932120
2022-08-24,184.7,186.66,182.19,182.83,17562350
2022-08-25,183,184.6,180.8,181.9,14907210
2022-08-26,181.7,184.2,180.5,183.62,13018100
2022-08-29,183.15,190,182.65,190,30577150
2022-08-30,190.45,204.2,190.45,204,112562060
2022-08-31,224.4,275.96,224.4,254.9,239413560
2022-09-01,258,259.85,247.62,249.11,83676830
2022-09-02,249.68,253.95,246.22,252.8,37791570
2022-09-05,251,252.11,248.55,250,30359680
2022-09-06,249.99,250.2,241,246,51580940
2022-09-07,245.8,245.8,241.55,241.55,31496650
2022-09-08,241.55,245.3,237.84,243.95,39144110
2022-09-09,244.48,247.2,242.16,245.34,27284440
2022-09-12,243.99,247,241.06,243.3,31291710
2022-09-13,243.9,245.29,241.8,242.64,21638060
2022-09-14,242.29,243.39,240,243.32,19834970
2022-09-15,243.32,244.3,241.91,243.68,22166490
2022-09-16,243.67,248.2,241.83,243.8,37380700
2022-09-19,243.19,245.91,242.71,244.21,21338940
2022-09-20,242.4,243.45,200.01,221.15,213251680
2022-09-21,196.5,218.78,192,214.07,100156140
2022-09-22,215.01,237.77,215.01,231.45,126460980
2022-09-23,233.4,234.5,222.22,224.84,62916290
2022-09-26,219,221.9,200.62,206,103858500
2022-09-27,211.36,217.36,207.12,217.3,81350390
2022-09-28,217,223.7,208.66,217.38,83423270
2022-09-29,219.5,226.8,210.51,226.46,70257170
2022-09-30,231.68,238.72,189.42,217.7,245888420
2022-10-03,219,220.55,213.63,215.83,50702010
2022-10-04,216.48,216.7,208.8,210.72,49758590
2022-10-05,211.5,211.5,202.85,209.05,53221220
2022-10-06,210,216.88,209.06,212.86,51655640
2022-10-07,212.84,212.84,195.01,195.15,101567600
2022-10-10,181.26,181.26,137.1,163.89,117002020
2022-10-11,163.89,165.2,159.62,162.89,33263090
2022-10-12,163.5,164,160.31,161.8,18207590
2022-10-13,161.69,162.45,159.48,160.84,19844500
2022-10-14,161,161.16,158.64,159.6,15405020
2022-10-17,160,163.8,159.6,163.24,26848530
2022-10-18,164,164.64,159.1,160.2,20793190
2022-10-19,159.1,161.5,157.4,161.29,23659150
2022-10-20,161.69,162.48,160.15,160.75,14362750
2022-10-21,160,169.96,159.03,166.99,35542660
2022-10-24,168,168.88,164.82,165.47,25935680
2022-10-25,166,174.69,164.22,172.38,47641350
2022-10-26,173.16,173.42,168.7,171.98,34577420
2022-10-27,172.5,173.98,171.3,172.47,23317060
2022-10-28,171.89,172.35,169.41,170.73,29765070
2022-10-31,170.73,171.5,169.21,170.27,16029910
2022-11-01,170.9,171.29,169.75,169.92,16818990
2022-11-02,169.92,170.45,167.1,167.72,18473590
2022-11-03,167.01,169.65,166.68,169.14,18183990
2022-11-07,171.01,171.59,169.52,169.85,22049230
2022-11-08,170.05,172,169.17,169.97,25270830
2022-11-09,169.84,170.32,166.15,167.1,19094240
2022-11-10,167.5,170.18,167.18,168.9,23976360
2022-11-11,169.27,170.6,167.51,169.86,16602030
2022-11-14,170.84,171.92,166.51,169.6,30081630
2022-11-15,171.08,171.3,161.79,166.25,33224560
2022-11-16,166.6,169.15,166.6,168.76,14139420
2022-11-17,168.8,169.8,168.01,168.99,10921310
2022-11-18,169.2,169.25,167.51,168.79,10143350
2022-11-21,168.55,168.67,167,168.13,10291110
2022-11-22,167.89,168.5,167.45,168.08,9949620
2022-11-23,168.2,170.6,167.5,169.15,18366230
2022-11-24,169.41,170.87,168.6,168.96,10807160
2022-11-25,169.48,169.53,168.1,169.03,10192570
2022-11-28,168,168.67,167.52,168.1,9571790
2022-11-29,168.59,169,167.92,168.1,9804330
2022-11-30,167.99,168.19,167.6,167.7,11838510
2022-12-01,167.99,168.76,166.31,166.98,11990650
2022-12-02,167,167.19,164.18,165.86,20380560
2022-12-05,165.59,167.2,164.58,165.03,12272960
2022-12-06,165.02,165.68,163.12,164.3,13489070
2022-12-07,164.3,164.33,162.7,163.7,11225820
2022-12-08,163.56,163.99,162.71,163,8847010
2022-12-09,163,163.48,162.4,162.75,8318520
2022-12-12,163.24,163.81,161.85,162.89,13175480
2022-12-13,162.96,163.44,162,162.4,8494600
2022-12-14,162.26,162.49,160.25,160.74,13893850
2022-12-15,160.74,161.25,157.72,160.31,22023150
2022-12-16,160.21,162.48,159.95,160.24,13726830
2022-12-19,159.9,160.12,157,157.61,19335040
2022-12-20,157.49,159.45,157.38,158.94,15671170
2022-12-21,159.44,160,156.5,157.59,16525360
2022-12-22,157.69,159,157.12,157.95,10571570
2022-12-23,157.95,162.5,157.22,160.89,23300170
2022-12-26,161.73,163.1,160.8,162.12,15149270
2022-12-27,162.46,164.98,161.98,164.07,20333960
2022-12-28,164.25,164.79,161.81,161.82,13612100
2022-12-29,161.8,163.38,161.74,162.91,9234560
2022-12-30,162.91,164,161.8,162.56,11643310
2023-01-03,163,164.36,162.33,163.52,6386140
2023-01-04,163.48,163.48,162.06,162.51,6677170
2023-01-05,162.5,162.85,160.71,161.2,7605990
2023-01-06,161.2,162.59,161.1,162.1,5247160
2023-01-09,162.99,163.49,161.88,162.71,9747070
2023-01-10,162.71,162.98,161.44,162.1,7348430
2023-01-11,162.05,167.19,161.7,165.83,25247100
2023-01-12,165.71,165.79,163.75,164.17,11374610
2023-01-13,164.3,165.73,163.5,164.56,12251190
2023-01-16,165.1,166.8,164.9,165.8,14684580
2023-01-17,165.8,165.92,162,162.33,18071260
2023-01-18,162.52,163.96,160.81,162.18,14474410
2023-01-19,161.99,162.49,160.01,160.53,15637850
2023-01-20,160.56,161.45,158.55,158.85,16523360
2023-01-23,158.85,160.49,158.2,160.06,15094450
2023-01-24,160.3,160.83,157.44,157.88,16620430
2023-01-25,157.9,159.13,156.71,158.99,15570640
2023-01-26,159.12,159.43,157.13,157.58,12385230
2023-01-27,157.58,159.33,156.91,159.08,12293860
2023-01-30,159.08,159.67,157.7,158.41,10740220
2023-01-31,158.41,160,158,158.1,15129060
2023-02-01,158.3,158.66,157.54,158.12,14240340
2023-02-02,158.44,158.59,157.31,158.1,11991300
2023-02-03,158.09,163.96,156.76,160.87,69539880
2023-02-06,160.68,161.76,158.91,160.14,28144330
2023-02-07,160.5,161.35,159.51,159.87,13954930
2023-02-08,160.01,160.42,157.82,158.18,16688290
2023-02-09,158.5,160.44,157.6,159.19,27661050
2023-02-10,159.07,159.46,158.32,158.68,9874270
2023-02-13,159.47,159.47,158,158.01,11418540
2023-02-14,157.9,158.1,155.13,156.52,18614580
2023-02-15,156.05,156.07,150.6,153.09,27565120
2023-02-16,154.01,154.5,151.62,153.56,17324800
2023-02-17,153.4,155.08,152.83,153.62,13264910
2023-02-20,153.62,154.3,151.62,153.24,15317010
2023-02-21,153.61,156.43,153.61,154.97,21395970
2023-02-22,154.89,156.4,153.5,155.31,11653990
2023-02-24,155.53,156.98,153.72,154.22,9977840
2023-02-27,153.9,157.3,153.5,156.34,17130630
2023-02-28,156.49,158.09,155.56,157.66,18437840
2023-03-01,158,164.56,157.99,164.5,67730800
2023-03-02,164.18,164.34,159.5,160.9,53198820
2023-03-03,161.2,163.3,160.9,162.27,21331010
2023-03-06,163.2,164.3,162.52,163.35,19513700
2023-03-07,163.8,163.85,162,162.57,13857120
2023-03-09,162.21,163.18,161.12,161.21,13951080
2023-03-10,160.5,161.29,159.51,160.04,17242280
2023-03-13,160.35,161.62,158.3,159.03,20242370
2023-03-14,158.89,161.4,158.55,161,17511280
2023-03-15,161.69,162.48,158.05,159.68,24955980
2023-03-16,159.85,160.83,158.5,159.71,20918470
2023-03-17,160.19,164.41,159.85,163.29,41756740
2023-03-20,164.4,176.86,164.14,175.7,128096680
2023-03-21,176,177.25,168.66,170.55,107470840
2023-03-22,170,171.38,167.7,168.72,38941190
2023-03-23,168.72,169.71,167.82,168.84,18755770
2023-03-24,169.23,169.49,168.01,169.03,14775980
2023-03-27,170.2,173.25,169.74,172.33,36031430
2023-03-28,172.94,172.94,169.1,171.07,27050730
2023-03-29,171.58,172.5,169.41,170.95,22448680
2023-03-30,170.78,171.8,170.02,171.71,14713810
2023-03-31,172,172.71,168.14,169.83,31382430
2023-04-03,170.99,171.5,169,170.38,22791210
2023-04-04,171,176,170.14,172.55,73197080
2023-04-05,172.55,174.48,170.58,173.86,32905650
2023-04-06,174.02,175,171.3,171.6,30250960
2023-04-07,171.5,173.18,171.29,173.09,17927510
2023-04-10,173.55,175.2,173.23,174.54,23369990
2023-04-11,175.5,182.5,175.2,177.18,118205120
2023-04-12,178.32,179.78,175.55,178.75,37417720
2023-04-13,179.1,180.59,176.8,178.73,30771170
2023-04-14,179,180.1,177.1,179.5,20380880
2023-04-17,180.85,182.15,180.08,181.99,28695010
2023-04-18,182.41,184.97,182,184.39,41506690
2023-04-19,184.33,185.32,180.3,182.01,47950670
2023-04-20,182.03,182.72,178.64,181.74,38613080
2023-04-21,182,183.49,181.21,181.72,20942550
2023-04-24,181.48,183.88,170.63,181.56,44375970
2023-04-25,181.5,182.11,178,178.93,29273380
2023-04-26,179.05,179.84,178.03,178.38,16609200
2023-04-27,178.24,184.87,177.62,183.95,49286970
2023-04-28,184.4,185,179.64,181.13,38845710
2023-05-02,181,181.86,175.8,177.97,33096090
2023-05-03,177.76,177.79,172.15,172.87,37664120
2023-05-04,173.23,174.24,172.01,173.66,20471210
2023-05-05,173.66,175.48,171.16,172.09,22696940
2023-05-08,172.6,172.91,170.65,170.84,11491060
2023-05-10,171.3,176.74,171.12,175.53,50981740
2023-05-11,176.19,178.11,171.61,174.13,50340780
2023-05-12,174.3,175,172.61,173.95,23451420
2023-05-15,174.69,179.83,173.2,179.04,56172480
2023-05-16,179.9,181.8,176.73,177.05,51242280
2023-05-17,176.9,178.38,174.72,176.3,37026420
2023-05-18,176.45,177.62,174.6,175.26,34013060
2023-05-19,174.95,175.09,172.86,174.43,31830910
2023-05-22,175.22,175.5,170.85,172.47,43986730
2023-05-23,172.88,179.6,165.1,166.59,180771400
2023-05-24,165.51,166.3,161.84,162.96,65947320
2023-05-25,163,163,160.47,162.3,39403460
2023-05-26,162,165.4,161.69,164.48,37679970
2023-05-29,165.9,167.05,162.45,163.6,34102090
2023-05-30,162.15,165.4,161.5,161.9,40687470
2023-05-31,161.51,163.3,160.9,162.94,22984880
2023-06-01,162.9,163.47,161.5,161.55,18719310
2023-06-02,161.01,163.4,161.01,162.58,16843170
2023-06-05,162.58,164.6,161.6,162.47,29606900
2023-06-06,162,163.85,161.69,163.16,18296880
2023-06-07,163.2,165.87,162.67,164.65,32420190
2023-06-08,164.65,166.6,164.14,166.18,21633750
2023-06-09,166.48,167.81,164.94,165.58,20740950
2023-06-13,165.62,168.54,165.62,168.43,23323940
2023-06-14,168.63,169.38,167.01,167.88,18772800
2023-06-15,168,172,166.66,171.86,45115400
2023-06-16,171.85,172.46,169.22,169.87,25354110
2023-06-19,170.48,171.5,168.3,170.19,23524920
2023-06-20,170.08,170.97,168.42,169.64,18394650
2023-06-21,170.18,171.78,169.16,170.2,19263530
2023-06-22,170,170.55,167.73,168.41,17241690
2023-06-23,168.19,168.94,165.21,165.8,31230930
2023-06-26,167.52,168.6,165,166.91,27845180
2023-06-27,167.42,167.45,166,166.45,13933250
2023-06-28,166.7,168.64,166.05,168.05,16798010
2023-06-29,168.05,169.89,167.5,167.88,18384430
2023-06-30,167.2,167.7,166.3,166.86,15690440
2023-07-03,167.29,167.8,166.7,166.82,10691490
2023-07-04,166.9,167,165.26,165.5,14891330
2023-07-05,166.01,166.65,165.02,165.71,14587340
2023-07-06,166,167.28,165.91,166.36,15375700
2023-07-07,166.5,166.81,165.8,166.34,10246700
2023-07-10,167.6,168.75,166.93,167.59,19521720
2023-07-11,167.6,169,167.12,168.85,16276140
2023-07-12,168.99,170.79,168.93,170.3,24651530
2023-07-13,170.51,170.93,168.12,168.96,19970470
2023-07-14,168.56,170,168.3,169.7,12111020
2023-07-17,169,171.6,168.61,170.63,24594290
2023-07-18,171,175.27,170.67,174.89,47642660
2023-07-19,175.5,175.7,172.51,173.04,32568590
2023-07-20,172.68,173.19,168.55,169.92,29217050
2023-07-21,170.31,171.97,169.77,171.19,16817830
2023-07-24,171.3,172.5,170.69,171.98,15265810
2023-07-25,172.2,172.7,171.4,171.86,13979060
2023-07-26,171.86,171.93,170.31,171.35,14922820
2023-07-27,171.64,173.1,171.35,172,16977850
2023-07-28,171.9,172.4,170,171.44,15616780
2023-07-31,171.98,175.14,171.8,174.33,40474660
2023-08-01,175.1,175.44,172.38,173.21,35445070
2023-08-02,172.9,175.21,172.5,174.07,34736230
2023-08-03,173.94,177.35,173.15,177.1,60808220
2023-08-04,177,177.88,172.8,173.46,65999320
2023-08-07,174.25,175.3,171.05,172.52,31870860
2023-08-08,172.2,173.64,170.6,172.71,29094830
2023-08-09,173.5,175,171.69,174.51,31584180
2023-08-10,175.22,177.1,175,176.65,50886330
2023-08-11,176.79,177,175.21,176.35,23562150
2023-08-14,178,183.89,175.53,177.09,163423360
2023-08-15,175.53,179.35,175.02,176.16,70539510
2023-08-16,176.23,177.1,172.9,174.14,48782530
2023-08-17,174.71,174.95,172.8,174.14,25823720
2023-08-18,174.3,175.71,173.12,175.48,19434880
2023-08-21,176.23,177.7,175.76,176.36,27050170
2023-08-22,176.4,177,175.18,176.48,18200810
2023-08-23,176.79,176.93,173.02,173.65,29092300
2023-08-24,174.05,175.92,173.62,174.97,16660510
2023-08-25,175.05,175.35,174.11,174.7,16900260
2023-08-28,174.75,176.8,174.75,176.2,25295280
2023-08-29,176.39,181.37,175.5,178.69,100349910
2023-08-30,178.9,178.9,176.77,177.47,37475940
2023-08-31,178,179.14,177.15,177.99,26372180
2023-09-01,178,178.85,177.6,178.22,17217010
2023-09-04,179.31,181.81,178.84,181.11,46306690
2023-09-05,181.2,182.8,179,182.48,57327070
2023-09-06,183.19,184,180.63,180.96,45647780
2023-09-07,180.95,181.68,176.5,177.64,51507780
2023-09-08,177.94,178.17,175.51,175.95,30580330
2023-09-11,176.02,177.44,174.02,174.64,26939270
2023-09-12,175.23,177.7,174.8,177.62,23280280
2023-09-13,177.8,178,174.3,174.94,23907000
2023-09-14,175.25,175.39,173.06,173.52,35295220
2023-09-15,173.5,174.76,173.25,173.79,18926830
2023-09-18,174.48,174.66,172.05,172.8,20549190
2023-09-19,172.99,173.94,168.6,168.93,43228590
2023-09-20,169.3,170.25,167.1,169.11,34236440
2023-09-21,168.5,169.38,165.72,165.85,30389420
2023-09-22,166.12,167,165.1,166.7,22550620
2023-09-25,166.7,168.05,165.2,165.87,24330710
2023-09-26,165.83,165.85,163.51,165.36,26742780
2023-09-27,165.8,166.92,165.11,165.53,18538940
2023-09-28,165.93,169.77,165.31,169.58,28834110
2023-09-29,169.2,170.39,166.6,167.09,35987790
2023-10-02,167.83,168.86,165.51,166.08,24391830
2023-10-03,166,167.25,164.81,166.75,17376720
2023-10-04,166.61,167.59,165.15,165.4,20157430
2023-10-05,165.7,166.1,164.84,166.06,15310360
2023-10-06,166.29,166.86,165.1,166.59,18321670
2023-10-09,167.3,167.97,166.62,167.06,21747660
2023-10-10,167.37,168.8,166.86,168.03,18583580
2023-10-11,168.5,171.4,167.3,167.89,59982320
2023-10-12,167.9,169.8,167.4,169.5,31850340
2023-10-13,169.9,170.79,167.15,170.2,38618230
2023-10-16,170.5,172.91,170.5,172.55,41588030
2023-10-17,172.75,173.3,171.03,171.97,26755630
2023-10-18,172.67,172.68,168.7,170.18,31942840
2023-10-19,169.97,171,168.3,170.38,31739180
2023-10-20,170.38,172.15,169.12,171.39,25370360
2023-10-23,171.8,172.44,169.9,170.39,19946320
2023-10-24,170.4,171.24,169.76,170.19,16175990
2023-10-25,170.2,170.5,169,169.62,18127820
2023-10-26,169.99,170.47,168.4,168.45,21080880
2023-10-27,168.36,169.45,167.17,167.26,21573910
2023-10-30,167.26,168.44,166.35,167.16,16443790
2023-10-31,167,168.42,166.7,167.88,17254470
2023-11-01,167.88,170.23,167.83,170.08,21107710
2023-11-02,170.44,171.31,168,168.18,26482540
2023-11-03,168.2,170,167.5,169.19,16647470
2023-11-06,169.05,170.29,168.83,169.48,9341830
2023-11-07,169.1,169.98,167.2,168.53,21854410
2023-11-08,168.8,169.44,168.47,168.49,15410210
2023-11-09,168.5,169.63,167.58,168.16,21016130
2023-11-10,168.23,168.48,167.62,168.25,12991180
2023-11-13,168.25,168.89,167.7,167.85,13608990
2023-11-14,167.27,167.29,165.62,165.86,25406310
2023-11-15,165.8,167,165.52,166.46,12828590
2023-11-16,166.26,166.81,165.2,165.48,12945550
2023-11-17,165.4,165.74,163.48,165.31,24194180
2023-11-20,165.2,166.64,164.64,165.51,12648660
2023-11-21,165.4,165.68,164.5,165.15,11427460
2023-11-22,165.3,166.2,164.82,165.37,11543230
2023-11-23,165.37,165.69,164.02,164.11,10824190
2023-11-24,164.2,165.19,164.1,164.71,13584670
2023-11-27,165.19,165.37,162.01,162.79,23704520
2023-11-28,162.91,164.83,161.55,164.21,16819340
2023-11-29,164,165.63,162.71,163.17,17322090
2023-11-30,163.17,164.62,162.12,163.23,12315690
2023-12-01,163.22,164.22,162.56,162.61,10935260
2023-12-04,162.48,162.48,159.81,160.01,22003990
2023-12-05,160.17,161.44,159.1,160.46,15034370
2023-12-06,160.73,161.41,158.5,158.74,15554310
2023-12-07,158.8,164.77,157.26,163.38,48532400
2023-12-08,163.9,164.17,160.5,161.5,20195940
2023-12-11,161.47,167.14,160.19,164.87,53056350
2023-12-12,164.87,165.54,161.82,162.46,25407880
2023-12-13,161.99,164.5,161.82,163.92,13393230
2023-12-14,164.05,164.76,160.81,160.89,16996980
2023-12-15,161.05,164.42,161.02,164.2,23929260
2023-12-18,164.99,167.32,164.99,167,33132260
2023-12-19,167.17,168.89,165.12,165.48,38430430
2023-12-20,165.33,165.33,163.12,163.56,27649170
2023-12-21,163.32,163.71,161.19,161.57,26473840
2023-12-22,161.91,163.2,161.62,162.09,15417240
2023-12-25,162.49,162.77,160.4,161.09,22398910
2023-12-26,161.45,161.8,160.77,161,18585180
2023-12-27,161.2,161.4,159.81,159.86,23733870
2023-12-28,159.98,160.38,158.22,159.14,24873460
2023-12-29,159.49,160.79,159.14,159.52,19270880
2024-01-03,159.73,161.58,159.73,161.44,8117860
2024-01-04,161.51,161.64,161,161.25,4888930
2024-01-05,161.2,162.3,161.07,161.94,8784940
2024-01-08,162.44,163.2,162,163.05,11173290
2024-01-09,163.01,163.06,161.77,162.41,9608200
2024-01-10,162.41,163.7,162,162.87,10752210
2024-01-11,162.96,162.96,161.93,162.5,13102580
2024-01-12,162.52,163.98,162.2,163.37,14760600